volume	uid	cycle	title	version	incipit	link	link_uid	terminus_post_quem	terminus_ante_quem	dated	autographs	lifetime_publication	first_publication	bibliography	citation	comments	filename	n_lines	n_words
4	A582		«Пора, мой друг, пора! [покоя] сердце просит…»		«Пора, мой друг, пора! [покоя] сердце просит…»			1834	1834	Предположительно 1834 г. по бумаге автографа с водяным знаком «АГ 1834», которую Пушкин использовал преимущественно в этом году.	ПД 241(беловой, с поправками).	нет	РА. 1886. Кн. 3, № 9.	Благой Д. Д. Джон Беньян, Пушкин и Лев Толстой // ПИМ. Т. 4. С. 61–62; Гофман М. Л. Посмертные стихотворения Пушкина // ПиС. Вып. 33–35. С. 418–421; Григорьева Е. Н. Стихотворение А. С. Пушкина «Пора, мой друг, пора! Покоя сердце просит»: (К проблеме завершенности текста) // Концепция и смысл: Сб. ст. в честь 60-летия проф. В. М. Марковича. СПб., 2006. С. 115–124; Долинин А. А. Пушкин и Англия. М., 2007. С. 45–47; Кокотов А. Ю. Пушкин… Языков… Кольридж…: (Заметки о межтекстовых связях) // Пушкин и духовная культура: Традиции и новаторство: Сб. науч. ст. СПб., 1999. С. 86–94; Лацис А. Непрочтенные строки // Литературная учеба. 1986. № 6. С. 205–214; Мазур Н. Н. «Пора, мой друг, пора! покоя сердце просит…»: Источники и контексты // ПиС. (Нов. серия). Вып. 4 (43). С. 364–419; Мустафина Е. А. «At home» у Пушкина // Пушкин и русская культура: Докл. на Междунар. конф. в Новгороде (26–29 мая 1996 г.). СПб.; Новгород, 1996. С. 20; Пророков М. «Пора, мой друг, пора!»: К проблеме лирической биографии. А. С. Пушкин: 1828–1835 // Волга. 1999. № 6. С. 17–33; Савченко Т. Т. Стиль и смысл стихотворения Пушкина «Пора, мой друг, пора!» // Жанр и стиль художественного произведения. Алма-Ата, 1982. С. 62–70; Сайтанов В. А. 1) Пушкин и Кольридж. 1835 // Изв. АН СССР. Сер. лит. и яз. 1977. Т. 36, № 2. С. 158–159, 162–163; 2) Неизвестный цикл Пушкина // Пути в незнаемое: Писатели рассказывают о науке. М., 1986. Сб. 19. С. 367–374; Слонимский. С. 116–117; Струве М., Струве Н. Из русско-английских литературных связей: Пушкин и Томсон // Московский пушкинист. М., 2002. [Вып.] 10. С. 120–123; Сурат И. З. Вчерашнее солнце: О Пушкине и пушкинистах. М., 2009. С. 300–302; Фейнберг А. И. «Пора, мой друг, пора!» // Фейнберг А. И. Заметки о «Медном всаднике». М., 1993. С. 57–61; Эткинд Е. Г. Материя стиха. СПб., 1998. С. 128–131.	Акад. Т. 3, кн. 1. С. 330.		A582.txt	8	56
4	A583		Портрет		«Вот карапузик наш, монах…»			1816	1817	1816-м (не ранее 4 марта) — 1817 г. (не позднее мая), по времени вступления Е. А. Энгельгардта в должность директора и не позднее выпуска Пушкина из Лицея, поскольку эпиграмма вошла в лицейские рукописные сборники.	Неизвестен.	нет	Грот Я. К. Пушкин, его лицейские товарищи и наставники (см. текст статьи).	АПСС. Т. 1. С. 735–737 (примеч.).	АПСС. Т. 1. С. 247.		A583.txt	8	31
4	A584		Портрет		«С своей пылающей душой…»			1828	1828	Июлем (не позднее 23-го, по времени публикации) 1828 г., согласно помете в копии Н. В. Путяты.	Неизвестен.	да	СЦ на 1829 г. СПб., 1828 (отдел «Поэзия»).	Бочаров С. Г. «Все же мне вас жаль немножко…»: Заметки на полях двух стихотворений Пушкина // Пушкинский сборник. М., 2005. С. 282; Вересаев В. В. Спутники Пушкина. М., 1937. Т. 2. С. 100–108; Глинка В. М. Пушкин и Военная галерея Зимнего дворца. Л., 1988. С. 166–171; Данилова А. Души моей царицы: Воспетые Пушкиным. М., 2008. С. 452–477; Петрунина Н. Н. «Беззаконная комета» // Петрунина Н. Н., Фридлендер Г. М. Над страницами Пушкина. Л., 1974. С. 42–49.	Акад. Т. 3, кн. 1. С. 112.		A584.txt	8	32
4	A585		Послание Дельвигу		«Прими сей череп, Дельвиг, он…»			1827	1827	Летом–осенью (не позднее 13 октября) 1827 г. Год устанавливается в соответствии с указанием в Ст 1829, месяцы и число — по биографическим данным.	В тетр. ПД 835, л. 75 (черновой ст. 1–18); В тетр. ПД 833, л. 38 об. (черновой ст. 109–125), л. 81 об. (черновой шести стихов, не вошедших в основной текст), л. 78 об. (черновой начальных строк прозаического фрагмента); В тетр. ПД 836, л. 35 об. (черновой ст. 128–142).	да	СЦ на 1828 г. СПб., 1827 (отдел «Поэзия»).	Бобылева В. Б. 1) Пушкин и Дельвиг. Год 1827 // Михайловская пушкиниана. Пушкинские Горы; М., 2002. Вып. 25. С. 37–46; 2) Ревельские мотивы и «ошибка Пушкина» // Пушкинский альманах. Новосибирск. 2011. Вып. 10. С. 30–47; Виноградов В. В. О стиле Пушкина // ЛН. М., 1934. Т. 16–18. С. 138–143; Вульф А. Н. Любовные похождения и военные походы А. Н. Вульфа: Дневник 1827–1842 годов. Тверь, 1999. С. 27–29; Кулагин А. В. Пушкин: Источники. Традиции. Поэтика: Сб. ст. Коломна, 2015. С. 80–83; Постнов О. Г. Пушкин и смерть. Новосибирск, 2000. С. 115–135; Сидяков Л. С. Стихи и проза в текстах Пушкина // Пушкинский сборник. Рига, 1974. Вып. 2. С. 20–26; Телетова Н. К. «Послание к Дельвигу» Пушкина и его истоки // Михайловская пушкиниана. Михайловское; Псков, 2010. Вып. 50. С. 102–103; Черняев Н. И. Критические статьи и заметки о Пушкине. Харьков, 1900. С. 385–421.	Акад. Т. 3, кн. 1. С. 68–72.		A585.txt	144	748
4	A586		Послание к В<еликопольскому>, сочинителю «Сатиры на игроков»		«Так элегическую лиру…»			1828	1828	Концом февраля — началом марта (до 8-го) 1828 г. по содержанию и по времени цензурного разрешения «Северной пчелы», где было напечатано стихотворение.	Неизвестен.	да	СПч. 1828. № 30, 10 марта, без подписи, с примечанием, указывающим на авторство Пушкина (см. текст статьи).	П. Б. [Бартенев П. И.] Пушкин и Великопольский // А. С. Пушкин: Новонайденные его сочинения; Его черновые письма; Письма к нему разных лиц; Биографические и критические статьи о нем. М., 1885. Вып. 2. С. 131–135; Венг. Т. 4. С. LXIII–LXV (примеч. Н. О. Лернера); Зиссерман П. И. Пушкин и Великопольский // ПиС. Вып. 38–39. С. 257–279); Модзалевский Б. Л. И. Е. Великопольский (1797–1868) // Модзалевский Б. Л. Пушкин и его современники: Избранные труды (1898–1828). СПб., 1999. С. 365–371; Письма. Т. 2. С. 283–286 (примеч. Б. Л. Модзалевского); Степанов Л. А. Три послания к Великопольскому: (К характеристике творческого процесса) // Болдинские чтения [1989]. Н. Новгород, 1991. С. 141–169.	Акад. Т. 3, кн. 1. С. 91–92.		A586.txt	39	167
4	A587		Послание к Г<алич>у		«Где ты, ленивец мой?..»			1815	1815	Июнем–октябрем 1815 г. по содержанию и по времени цензурного разрешения (1 ноября 1815 г.) № 10–11 «Российского музеума».	Неизвестен.	да	РМ. 1815. Ч. 4, № 10–11, под заглавием: «Послание к Г…у» и с подписью: «1… 16–14».	АПСС. Т. 1. С. 644–645 (примеч.); Атанасова-Соколова Д. Эпистолярность А. С. Пушкина // Litteraria Humanitas. Brno, 2000. [Т]. 7: Alexandr Sergejevič Puškin v evropských kulturních souvislostech. С. 125–128; Вацуро В. Э. «Стансы к винограду» // Вацуро В. Э. Записки комментатора. СПб., 1994. С. 67–71; Городецкий. С. 128–133; Грехнев В. А. Мир пушкинской лирики. Н. Новгород, 1994. С. 41–42, 66–68; Сендерович С. Вино, похмелье и жанры романтической лирики // Канун: Альманах. СПб., 1998. Вып. 3: Русские пиры. С. 77–95.	АПСС. Т. 1. С. 123–126.		A587.txt	145	462
4	A588		Послание к к<нязю> Горчакову		«Питомец мод, большого света друг…»			1819	1819	Предположительно 1819 г. по содержанию и на основании указаний П. В. Анненкова (см.: Анн. Т. 7. С. 24). Написано, вероятнее всего, не позднее начала июня, когда Горчаков покинул Петербург (см.: Летопись 1999. Т. 1. С. 154).	Неизвестен. Авторизованная копия в альбоме А. М. Горчакова — ПД 422, л. 4 об. — 6.	нет	Раут: Исторический и литературный сборник. М., 1854. Кн. 3, под заглавием «К ***».	АПСС. Т. 2, кн. 1. С. 568–573 (примеч. И. С. Чистовой).	АПСС. Т. 2, кн. 1. С. 41–42.		A588.txt	46	230
4	A589		<Послание к Л. С. Пушкину>		«Ждет тебя мое вино…»			1824	1824	Декабрем (предположительно первой половиной месяца) 1824 г. по положению в тетради.	В тетр. ПД 835, л. 42 (черновой).	нет	Якушкин. № 7.		АПСС. Т. 3, кн. 1. С. 118.		A589.txt	23	80
4	A590		<Послание к А. И. Тургеневу>		«В себе все блага заключая…»			1819	1819	Концом февраля (после 22-го) — мартом 1819 г., по дате присвоения Тургеневу звания камергера и по письму Тургенева к Вяземскому, содержащему известный текст стихотворения.	Неизвестен.	нет	ОА. Т. 1.	АПСС. Т. 2, кн. 1. С. 677–678 (примеч. Е. О. Ларионовой).	АПСС. Т. 2, кн. 1. С. 107.		A590.txt	3	14
4	A591		Послание к Ю<дину>		«Ты хочешь, милый друг, узнать…»			1815	1815	1815 г. на основании пометы в автографе.	В тетр. ПД 829, л. 22–25 об. (беловой, с поправками, под заглавием: «Послание к Ю…» и с датой: «1815»).	нет	Анненков. Материалы (ст. 42–53); Анн. Т. 2. (ст. 54–75, 87–99, 104–115); Якушкин. № 2 (полностью).	Городецкий. С. 123–124; Грехнев В. А. Лирика Пушкина: О поэтике жанров. Горький, 1985. С. 64–67; Ильинский О. П. Облик природы в лирике Пушкина // Заметки русской академической группы в США. New York, 1999–2000. Т. 30: К 200-летию со дня рождения Пушкина. С. 39–41; Кастальева Т. Б. Захаровские приметы в стихотворении А. С. Пушкина «Послание к Юдину» // «Мое Захарово…»: Захаровский контекст в творчестве А. С. Пушкина: Сб. ст. М., 1999. С. 32–36; Макогоненко Г. П. Анакреонтика Державина и ее место в поэзии начала XIX века // Макогоненко Г. П. Избранные работы: О Пушкине, его предшественниках и наследниках. Л., 1987. С. 217, 219–221; Слонимский. С. 13–14; Ходасевич В. О Пушкине // Ходасевич В. Пушкин и поэты его времени: В 3 т. Oakland, 1999. Т. 3. С. 139–140, 172; Чубукова Е. В. Жанр послания в творчестве Пушкина-лицеиста // РЛ. 1984. № 1. С. 198–209.	АПСС. Т. 1. С. 156–161.		A591.txt	227	982
4	A592		Послание Лиде		«Тебе, наперсница Венеры…»			1816	1816	1816 г. по помете в автографе.	В тетр. ПД 829, л. 2–3 (беловой, с датой: «1816»).	да	Северный наблюдатель. 1817. Ч. 2, № 23.	Абдуллаев Е. В. Философы и «Философ» в пушкинском «Послании Лиде» // ВЛ. 2016. Май–июнь. С. 59–81; АПСС. Т. 1. С. 722–723 (примеч.); Венг. Т. 1. С. 318 (примеч. Н. О. Лернера); Коровин В. И., Макаров А. А. Этапы развития русской поэзии: Жуковский и Пушкин // Жуковский и литература конца XVIII — XIX века. М., 1988. С. 214–215; Покровский M. М. Пушкин и античность // П. Врем. [Т.] 4–5. С. 30–31; Суздальский Ю. П. Античный мир в изображении А. С. Пушкина: (К вопросу о традициях и новаторстве) // Страницы русской литературы середины XIX века: Сб. науч. трудов. Л., 1974. С. 4–5.	АПСС. Т. 1. С. 218–219.		A592.txt	63	271
4	A593		Послание В. Л. Пушкину	Ранняя редакция стихотворения «П<ушки>ну»	«Скажи, парнасский мой отец…»	П<ушки>ну	A624	1817	1817			нет			АПСС. Т. 1. С. 274–275.		A593.txt	87	372
4	A594		Послание цензору		«Угрюмый сторож муз, гонитель давний мой…»			1822	1822	Предположительно концом июня (в соответствии с вероятным временем получения Пушкиным известия о цензурных претензиях к «Кавказскому пленнику») — началом октября 1822 г. (в соответствии со временем, когда стихотворение стало известно в Петербурге).	ПД 53 (черновой групп стихов и отдельных стихов); ПД 888 (беловой с поправками).	нет	Анн. Т. 7 (под заглавием: «Первое послание к Аристарху», с цензурными пропусками и искажениями).	АН. 1900–29. Т. 3. Примеч. С. 233–237 (примеч. П. О. Морозова); Мейлах Б. С. Пушкин и русский романтизм. М.; Л., 1937. С. 72–75; Томашевский. Пушкин, I. С. 561–562; Томашевский Б. В. Из пушкинских рукописей // ЛН. М., 1934. Т. 16–18. С. 280–289.	АПСС. Т. 2, кн. 2. С. 79–81.		A594.txt	126	774
4	A595		Послужной список		«Воспитанный под барабаном…»			1824	1825	Предположительно второй половиной августа 1824 — ноябрем 1825 г.; верхняя граница устанавливается по времени приезда Пушкина в Михайловское (см.: Летопись 1999. Т. 1. С. 431), нижняя — по дате смерти Александра I (19 ноября (1 декабря) 1825 г.), весть о которой дошла до Пушкина в конце ноября (см.: Летопись 1999. Т. 2. С. 100).	Неизвестен. Копия Анны Николаевны Вульф (ПД, ф. 244, оп. 4, № 73), под заглавием: «Послужной список».	нет	РВ. 1869. № 11.	АПСС. Т. 3, кн. 1. С. 908–913 (примеч. С. В. Березкиной); Березкина С. В. Эпиграмма Пушкина на Александра I «Воспитанный под барабаном…» // Врем. ПК 30. С. 180–187; Вацуро В. Э. Продолжение спора: (О стихотворениях Пушкина «На Александра I» и «Ты и я») // Вацуро В. Э. Избр. труды. М., 2004. С. 736–757; Салямон Л. С. Пушкин: «…Эпиграмму припишут мне…»: (По поводу эпиграммы «На Александра I» и послания «Ты и я») // Звезда. 1998. № 2. С. 203–214; Семевский М. И. К биографии Пушкина: Выдержки из записной книжки // РВ. 1869. № 11. С. 71; Цейтлин А. Г. Агитационно-сатирические песни Рылеева и Бестужева // Изв. АН СССР. ОЛЯ. 1950. Т. 9, вып. 6. С. 425–426; Цявловская Т. Г. «Муза пламенной сатиры» // Пушкин на юге: Тр. Пушкинской конференции Одессы и Кишинева: В 2 т. Кишинев, 1961. Т. 2. С. 193–195.	АПСС. Т. 3, кн. 1. С. 102.		A595.txt	8	32
4	A596		«Послушай, дедушка, мне каждый раз…»		«Послушай, дедушка, мне каждый раз…»			1818	1818	Предположительно концом июня — началом июля 1818 г., по времени частого общения Пушкина с Жуковским после возвращения Жуковского из Москвы.	Неизвестен.	нет	Москв. 1853. Т. 3, № 10, кн. 2.	АПСС. Т. 2, кн. 1. С. 516–518 (примеч. В. Э. Вацуро); Иезуитова Р. В. Шутливые жанры в поэзии Жуковского и Пушкина 1810-х годов // ПИМ. Т. 10. С. 43–44; Маслов Г. В. Новое о стихотворении Пушкина «Послушай, дедушка, мне каждый раз…» 1818 г. // ПиС. Вып. 28. С. 96–98.	АПСС. Т. 2, кн. 1. С. 26.		A596.txt	4	21
4	A797		«Послушайте, я сказку вам начну…»		«Послушайте, я сказку вам начну…»	Эпиграмма <на Карамзина>	A797	1816	1816			нет			АПСС. Т. 1. С. 174.		A797.txt	6	29
4	A550.11	A550	Похоронная песня Иакинфа Маглановича		«С богом, в дальнюю дорогу!..»	Песни западных славян	A550	1833	1834			да			Акад. Т. 3, кн. 1. С. 348–349.		A550.11.txt	29	125
4	A597		Поэт		«Пока не требует поэта…»			1827	1827	15 августа 1827 г., согласно помете в беловом автографе в тетр. ПД 833.	В тетр. ПД 833, л. 40–40 об. (беловой 1-й редакции, без заглавия, с правкой; помета: «15 авг<уста> 1827 Мих<айловское>»); ПД 1353, л. 2 об. (беловой, без заглавия, в письме к М. П. Погодину от 2-й половины августа 1827 г.).	да	МВ. 1827. Ч. 6, № 23.	Благой, II. С. 207–211; Гинзбург Л. Я. 1) Пушкин и лирический герой русского романтизма // ПИМ. Т. 4. С. 140–153; 2) О лирике. М.; Л., 1964. С. 195–198; Евлахов А. М. Эстетическая теория Пушкина // ЖМНП. 1908. Новая серия. Ч. 15. Отд. 2. С. 299–322; Левкович Я. Л. Стихотворение Пушкина «Не дай мне бог сойти с ума…» // ПИМ. Т. 10. С. 176–182; Мазур Н. Н. Пушкин и «московские юноши»: Вокруг проблемы гения // Пушкинская конференция в Стэнфорде, 1999: Материалы и исследования. М., 2001. С. 54–105; Маймин Е. А. Еще о Пушкине и «Московском вестнике» // Пушкинский сборник. Псков, 1968. С. 165–190; Сидяков Л. С. К изучению «Египетских ночей» // ПИМ. Т. 4. С. 174–182; Смирнов И. П. Психодиахронологика: Психоистория русской литературы от романтизма до наших дней. М., 1994. С. 52–54; Сумцов Н. Ф. Этюды об А. С. Пушкине. Варшава, 1895. Вып. 3. С. 2–12, 78–79; Cooke B. Poetic experience in Puškin’s «Поэт» // Slavic and East European Journal. 1989. Vol. 33, № 3. P. 335–357; Wachtel M. A commentary to Pushkin’s lyric poetry: 1826–1836. Madison (Wisc.), 2011. P. 53–55.	Акад. Т. 3, кн. 1. С. 65.		A597.txt	20	80
4	A414		«Поэт-игрок, о Беверлей-Гораций…»		«Поэт-игрок, о Беверлей-Гораций…»	<На Великопольского>	A414	1829	1829			нет			Акад. Т. 3, кн. 1. С. 155.		A414.txt	7	37
4	A598		Поэт и толпа		«Поэт по лире вдохновенной…»			1827	1828	Первоначальный набросок предположительно второй половиной августа (после 15-го) — сентябрем (до 17-го) 1827 г. по положению в тетради ПД 833, основная работа — предположительно 22 октября — 5 декабря 1828 г. по положению в тетрадях ПД 838 и ПД 839, по времени пребывания Пушкина в Малинниках и по записи в дневнике М. П. Погодина.	В тетр. ПД 833, л. 43 об. (первоначальный набросок); в тетр. ПД 838, л. 101–102 (черновой); ПД 103 (беловой, переходящий в черновой, под заглавием: «Ямб»; лист вырван из тетр. ПД 839, после л. 70).	да	МВ. 1829. Ч. 1 (под заглавием «Чернь»).	Анненков. Материалы. С. 176–180; Базанов В. Г. Поэты-декабристы: К. Ф. Рылеев, В. К. Кюхельбекер, А. И. Одоевский. М.; Л., 1950. С. 121; Вайскопф М. «Зачем так звучно он поет?»: Гоголь и Белинский в борьбе с Пушкиным // Вайскопф М. Птица-тройка и колесница души: Работы 1978–2003 годов. М., 2003. С. 255–271; Володина Н. В. Стихотворение Пушкина «Поэт и толпа» в критике 1860-х гг. // Пушкин и русская культура. СПб.; Новгород, 1996. С. 123–126; Гачев Г. Д. Образ в русской художественной культуре. М., 1981. С. 38–41; Глушкова Т. Пушкинский словарь // Москва. 1990. № 6. С. 182–192; Грехнев В. А. Мир пушкинской лирики. Н. Новгород, 1994. С. 346–366; Дружинин А. В. Собр. соч. СПб., 1865. Т. 7. С. 214; Иванов Вяч. Поэт и чернь // Иванов Вяч. Собр. соч. Брюссель, 1971. Т. 1. С. 709–714; Кибальник С. А. Художественная философия Пушкина. СПб., 1993. С. 72–85; Манн Ю. В. Пушкин — певец гармонии? // Филологические науки. 1990. № 2. С. 6–9; Мережковский Д. С. Вечные спутники: Портреты из всемирной литературы. СПб., 2007. С. 264–267 (Сер. «Лит. памятники»); Муравьева О. С. Поэт, толпа и литературная критика: (К истории восприятия стихотворения Пушкина «Поэт и толпа») // РЛ. 1992. № 2. С. 3–10; Писарев Д. И. Пушкин и Белинский // Писарев Д. И. Полн. собр. соч.: В 6 т. СПб., 1894. Т. 5. С. 107–117; Радциг С. И. О некоторых античных мотивах в поэзии А. С. Пушкина // Вопросы античной литературы и классической филологии. М., 1966. С. 373–375; Сидяков Л. С. К изучению «Египетских ночей» // ПИМ. Т. 4. С. 178–179; Соловей Н. Я. А. С. Пушкин о поэте и поэзии: (Программный триптих: «Поэт», «Поэт и толпа», «Поэту») // Поэзия Пушкина и ее традиции в русской литературе XIX — начала XX в.: Межвузовский сб. науч. тр. М., 1989. С. 38–45; Старк В. П. Притча о сеятеле и тема поэта-пророка в лирике Пушкина // ПИМ. Т. 14. С. 61; Страхов Н. Заметки о Пушкине и других поэтах. СПб., 1888. С. 7–10; Таборисская Е. М. Тема поэзии в пушкинской лирике 1826–1836 гг. // Анализ художественного произведения: Художественное произведение в контексте творчества писателя: Книга для учителя. М., 1987. С. 29–33, 34, 35.	Акад. Т. 3, кн. 1. С. 141–142.		A598.txt	55	247
4	A599		Поэту		«Поэт! не дорожи любовию народной…»			1830	1830	7 (1?) июля 1830 г., согласно помете в автографе.	ПД 123 (беловой с правкой) с заглавием «Сонет».	да	СЦ на 1831 г. СПб., 1830 (отдел «Поэзия»); под заглавием «Поэту (Сонет)».	Благой, II. С. 436–443; Кибальник С. А. Художественная философия Пушкина. СПб., 1998. С. 89; Ларионова Е. О. «Услышишь суд глупца…» // П. в критике, II. С. 11–12; Морозов П. О. Пушкин и Сент-Бёв // Русский библиофил. Пг., 1915. Кн. 7. С. 82–89; Перцов Н. В. Сонетный триптих Пушкина // Перцов Н. В. Лингвистика, поэтика, текстология: Избранные статьи. М., 2015. С. 347–373; Пильщиков И. А., Шапир М. И. Стихотворец и публика в пушкинском отрывке «Не смотря на великие преимущества…»: (Дополнения к комментарию) // Шапир М. И. Статьи о Пушкине. М., 2009. С. 191–195 (Классики отечественной филологии); Хворостьянова Е. В. «Русские сонеты» Пушкина: (К проблеме пушкинской строфики) // ПиС. (Нов. серия). Вып 3 (42). С. 9–29; Шульц В. К. Пушкин в переводе французских писателей. СПб., 1880. С. 98; Яковлев Н. В. Из разысканий о литературных источниках в творчестве Пушкина // Пушкин в мировой литературе. Л., 1926. С. 113–132.	Акад. Т. 3, кн. 1. С. 223.		A599.txt	14	89
4	A600		«Пред испанкой благородной…»		«Пред испанкой благородной…»			1830	1830	Предположительно сентябрем–ноябрем 1830 г. по связи с другими «испанскими» произведениями Пушкина, написанными болдинской осенью 1830 г.	ПД 145 (беловой, с поправками).	нет	Посм. Т. 9, под заглавием «Романс».	Алексеев М. П. Очерки истории испано-русских литературных отношений XVI–XIX вв. // Алексеев М. П. Русская культура и романский мир. Л., 1985. С. 148–163; Кошелев В. А. «Двое рыцарей стоят» // Панченко А. М. и русская культура: Исследования и материалы. СПб., 2008. С. 126–137); Кулагин А. В. Стихотворение Пушкина «Пред испанкой благородной»: (Опыт реконструкции замысла) // Болдинские чтения [1989]. Н. Новгород, 1991. С. 170–178.	Акад. Т. 3, кн. 1. С. 260.		A600.txt	16	61
4	A601		Предчувствие		«Снова тучи надо мною…»			1828	1828	Предположительно не ранее 3-го — не позднее 19 августа 1828 г. по положению в тетради и по биографическим данным.	В тетр. ПД 838, л. 14, 16, 18 (черновой).	да	СЦ на 1829 г. СПб., 1828 (отдел «Поэзия»); под текстом — астроним: **; имя Пушкина указано в оглавлении альманаха.	Венг. Т. 5. С. IV (примеч. Н. О. Лернера); Прийма Ф. Я. Пушкин и кружок А. Н. Оленина // ПИМ. Т. 2. С. 237–240; Пушкин А. С. Стихотворения. Л., 1955. Т. 3. С. 830 (примеч. Б. В. Томашевского) (Б-ка поэта; Большая сер.); Сандомирская В. Б. Стихотворения Пушкина «<А. Олениной>» и «Е. Н. Ушаковой (В альбом)»: К вопросу о двух редакциях // ПИМ. Т. 11. С. 68–71; Цявловская Т. Г. Дневник А. А. Олениной // Там же. Т. 2. С. 259–261.	Акад. Т. 3, кн. 1. С. 116.		A601.txt	24	85
4	A602		«Презрев и голос<?> укоризны…»		«Презрев и голос<?> укоризны…»			1824	1824	Набросок двух стихов — последними числами мая — первой половиной июня 1824 г., основной черновой автограф — последними числами октября 1824 г. по положению в тетради.	В тетр. ПД 835, л. 7 (черновой набросок двух стихов), 35 об. (основной черновой).	нет	Якушкин. № 7.	АПСС. Т. 3, кн. 1. С. 955–960 (примеч. С. В. Березкиной, А. С. Бодровой); Фомичев С. А. Рабочая тетрадь Пушкина ПД № 835: (Из текстологических наблюдений) // ПИМ. Т. 11. С. 57; Цявловский М. А. Тоска по чужбине у Пушкина // Цявловский. Статьи. С. 131–156.	АПСС. Т. 3, кн. 1. С. 113.		A602.txt	27	106
4	A603		Прелестнице		«К чему нескромным сим убором…»			1818	1818	1818 г., в соответствии с указанием в оглавлении Ст 1826 и в Ст 1829.	Неизвестен.	да	НЗ. 1820. Ч. 2, № 4, под заглавием: «К прелестнице» и с подписью «А. П.».		АПСС. Т. 2, кн. 1. С. 34.		A603.txt	30	117
4	A604		«Придет ужас<ный> [час] — твои небесны очи…»		«Придет ужас<ный> [час] — твои небесны очи…»			1823	1823	22 октября —1 ноября 1823 г. по положению в тетради.	В тетр. ПД 834, л. 29 (черновой).	нет	Анненков. Материалы.	Благой Д. Д. Социология творчества Пушкина. М., 1931. С. 201–203, 205, 208–210; Кибальник С. А. Художественная философия Пушкина. СПб., 1998. С. 158–164; Муравьева О. С. Образ «мертвой возлюбленной» в творчестве Пушкина // Врем. ПК 24. С. 17–28; Оксман Ю. Г. Легенда о стихах Ленского: (Из разысканий в области пушкинского печатного текста) // ПиС. Вып. 37. С. 42–67.	АПСС. Т. 2, кн. 2. С. 141.		A604.txt	11	66
4	A605		Признание		«Я вас люблю, хоть я бешусь…»			1824	1829	Не ранее второй половины августа 1824 г. — не позднее 8 ноября 1829 г. по биографическим данным (см. далее). В этот период стихотворение могло быть написано во время пребывания Пушкина в Михайловском или в Тверской губернии у Осиповых–Вульф (вторая половина августа 1824 — август 1826 г.; 7–23 ноября 1826 г.; 29 (?) июля —13 (?) октября 1827 г.; 22 октября — 4 или 5 декабря 1828 г.; 6 или 8–16 января 1829 г.; 13…15 октября — 7 или 8 ноября 1829 г.). Упоминание «путешествия в Опочку» делает более вероятным местом написания Михайловское или соседнее с ним Тригорское, откуда такие путешествия могли совершаться, но Пушкин мог вспоминать о них и позже, в Тверской губернии.	ПД 1771, л. 1 об. (ст. 32 в письме к А. И. Беклешовой от 11–18 сентября 1835 г.).	нет	БдЧ. 1837. Т. 22, № 5. Отд. 1.	Березкина С. В. «Алина, сжальтесь надо мною…»: (Из комментария к «Признанию» А. С. Пушкина // Врем. ПК 24. С. 131–140; Виноградов. Стиль П. С. 242–243; Невзглядова Е. Повод и сюжет в лирическом стихотворении // ВЛ. 1987. № 5. С. 138; Сидяков Л. С. Изменения в системе лирики Пушкина 1820–1830-х гг. // ПИМ. Т. 10. С. 56–61; Слонимский. С. 114–116; Франц. элегия. С. 615 (коммент. В. Э. Вацуро); Чичерин А. В. Путь Пушкина к прозаическому роману // История русского романа: В 2 т. М.; Л., 1962. Т. 1. С. 164.	Акад. Т. 3, кн. 1. С. 28–29.		A605.txt	41	197
4	A606		Приметы		«Старайся наблюдать различные приметы…»			1821	1821	Предположительно 27 декабря 1821 г., согласно дате в автографе и его положению в тетради.	В тетр. ПД 833, л. 18 (беловой, с поправками, под заглавием: «Отрывок» и с датой под текстом: «27»).	да	Ст 1826.	Грехнев В. А. Лирика Пушкина: О поэтике жанров. Горький, 1985. С. 123–124; Сандомирская В. Б. «Отрывок» в поэзии Пушкина двадцатых годов // ПИМ. Т. 9.С. 72 и след.; Якубович Д. П. Античность в творчестве Пушкина // П. Врем. [Т.] 6. С. 137–138.	АПСС. Т. 2, кн. 2. С. 64.		A606.txt	14	89
4	A607		Приметы		«Я ехал к вам: живые сны…»			1829	1829	1829 г. по указанию Пушкина в списке стихотворений, предназначенных для издания Ст 1832 (ПД 716), предположительно не позднее конца марта, по биографическим данным и истории первой публикации.	ПД 420, л. 93 (беловой, с поправками, в составе цензурной рукописи Ст 1832).	да	Подснежник. СПб., 1829. С. 139.	Венг. Т. 5. С. XXIV–XXV (примеч. Н. О. Лернера); Виноградов. Стиль П. С. 223–224; Дневник А. Н. Вульфа. 1828–1831 // ПиС. Вып. 21–22. С. 247–250 (примеч. М. Л. Гофмана); Долгушев В. Г. О народных приметах в поэзии А. С. Пушкина // Русская речь. 2005. № 1. С. 117–119; Лернер Н. О. О стихотворении Пушкина «Приметы»: Хронологическая заметка // РА. 1911. Кн. 1, № 3. С. 493–494; Сильман Т. Г. Заметки о лирике. Л., 1977. С. 147; Цявловская Т. Г. Дневник А. А. Олениной // Puškin. Symposium. II. Columbus (OH), 1980. P. 32–33; Wachtel M. A commentary to Pushkin’s lyric poetry: 1826–1836. Madison (Wisc.), 2011. P. 124.	Акад. Т. 3, кн. 1. С. 152.		A607.txt	12	52
